text,label,dataset
"According to an Italian MP Bill Gates had millions of women in Africa sterilized and ""caused"" a polio epidemic that paralyzed 500000 children in India.",fake,constraint
We just announced an expansion of our agreement with @BARDA for up to an additional $472 million to support our late stage clinical development of mRNA-1273 including the execution of a 30000 participant Phase 3 study in the U.S. Read more: https://t.co/g9r7aXtguI https://t.co/5bhmfEkQ5t,real,constraint
RT @drharshvardhan: The #iGoT pilot model has trained #COVIDwarriors and led India's fight against #coronavirus. #COVID19 #MissionKarmayog…,real,constraint
Pangolin is the original cause of COVID-19.,fake,constraint
Colorful bio-engineered bacteria could end fashions obsession with toxic dyes #Future #Futures #Futurism #FutureNow #FutureTrends #Business #Facebook #Google #Science #Education #News #Covid19 https://t.co/D1T5mI712L,fake,constraint
Human resources department institutes epic ass-covering measures in response to pandemic https://t.co/7KCfBO7W1E #pandemic #corporations,fake,constraint
"[The Ministry of Industry and Information Technology responds to#【【whether the supply of materials can meet the demand for foreign orders#] Huang Libin, a spokesperson for the Ministry of Industry and Information Technology, said that China is a major producer of medical supplies. While ensuring the prevention and control of the country, companies work overtime overtime and do everything possible to globalAnti -epidemic supports support.However, we should also see that in the face of huge international needs, our capabilities are also limited. At the same time, many factors restrict the use of my country's medical material capacity and improvement capabilities.For example, the production of ventilator that global media is concerned is restricted by the lack of supply of the core components of globalization. my country ’s production capacity is less than 1/5 of the world's global. It is not realistic to control the need.",real,checked
"The head of NHS Test and Trace Dido Harding says they've seen a ""doubling"" in the number of children under 17 being tested for #coronavirus since schools returned and insists they ""planned for a sizable increase in testing capacity"". Live updates: https://t.co/Z4NT1ej6U3 https://t.co/T7V5VNFF0j",real,constraint
One last thing to look at. Here's your bottom 10 states in testing intensity with the leader in testing New York for scale. If your state is on this list it may be that your situation is relatively less severe and/or that you don't know how bad the outbreak is yet. https://t.co/bQ6mx9a50u,real,constraint
"In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma — it's declined precipitously.",fake,constraint
"When WWN is not bringing you the latest on Covid-19, it will be bringing you The Distraction Zone.

Save, bookmark and ignore social distancing to keep close to the following link as each day we'll bring you necessary non-news news:

https://t.co/8MQCHs3fqk",fake,constraint
#IndiaFightsCorona: @MoHFW_INDIA urges States/UTs to ensure that no restriction is imposed on movement of Medical Oxygen between States States/UTs made responsible to ensure that every hospitalized #COVID patient receives oxygen Details : https://t.co/FhSuSoApFf #StaySafe https://t.co/KiD4K9Z2Db,real,constraint
Social distancing works. N95s work even better. https://t.co/YBTH4SOBzt,real,constraint
RT @PIB_India: .@MoHFW_INDIA issues SOP for partial reopening of schools for students of 9th to 12th classes on a voluntary basis for taki…,real,constraint
"[#【【【【【【【【【【#] According to real -time statistics from Johns Hopkins University in the United States: as of 16:32 on the 30th of the Eastern Time (4:32 on the 31st Beijing time), a total of accumulated diagnosis of the worldThe case reached 600,3762 cases, and 367,356 cases were killed.Data show that the United States is the country with the worst epidemic.A total of more than 200,000 countries with accumulated cases include Brazil, Russia, Britain, Spain, and Italy.In addition, there are more than 150,000 cumulative confirmed cases in France, Germany, India and Turkey.O Johns Hopkins University: Cumulative new crown in the world ...",real,checked
More detail on this from one of @COVID19Tracking's sharpest observers @jordan_zino from @GavinNewsom's livestream. https://t.co/l2s3AloB28 https://t.co/oZuw8XckHd,real,constraint
Novel coronavirus can survive 9 days on the road; you should keep your shoes out a doctor from Milan says.,fake,constraint
Over 10000 healthcare workers have been trained &amp; additional personal protective equipment has been distributed to all states Despite challenges we remain committed to establishing a solid supply chain to ensure they can work safely &amp; are properly equipped -HE @MBuhari,real,constraint
Metformin may lower risk for fatal COVID-19. https://t.co/cvSpDG2nc4 https://t.co/ohQNkDrFPi,real,constraint
"A wall will not stop the coronavirus.

Banning all travel from Europe — or any other part of the world — will not stop it.

This disease could impact every nation and any person on the planet — and we need a plan to combat it.",fake,constraint
While addressing the nation PM Mahinda Rajapaksa stated that opposition did not support the supplementary budget proposal for COVID-19 relief measures hence there is no point in reconvening the Parliament.,fake,constraint
"[Forwarding initiative:#【【【【【#] As of 13:00 on June 14th, a total of 62 cases in Beijing were related to the Xinfa Land Market, but there were still people who did not increase their vigilance.Wear masks, cooperate with epidemic prevention, and protect ... forward this Weibo so that more people can see, let's fight together!",real,checked
big surge in New Zealand. It's terrible. We don't want that.,fake,constraint
A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,fake,constraint
"We wanted to know if there was any science to back up those ""contagion probability"" photos. Wearing a mask is likely to interfere with the spread of COVID-19. But the exact percentages in this social media image don’t hold up to scrutiny. https://t.co/EcB958GTt8 @KHNews",fake,constraint
Says Nancy Pelosi was ???caught trying to include abortion funding in bill to combat coronavirus.??�,fake,constraint
"Seven children died from coronavirus within one week in Karimganj (Assam, India).",fake,constraint
"[Ministry of Foreign Affairs:#China will donate 30 million US dollars to the WHO to resist epidemic#] Foreign Ministry spokesman Geng Shuang announced on the 23rd that China will donate $ 20 million to the WHO before, and add 30 million US dollars toDonation is now used to support WHO's international cooperation against the anti -new crown pneumonia.O Geng Shuang: China donates another $ 30 million to support WHO to fight against new ...",real,checked
"[National Health and Health Commission:#【【【【NCP#]#【【【【#, spokesperson introduces the unified title of pneumonia in infection of new coronary virus infection as ""new coronary virus pneumonia"", referred to as ""new coronary pneumonia"", for shortThe English name is ""Novel Coronavirus Pneumonia"", referred to as ""NCP"".L People's Daily's Weibo Video",real,checked
As for the Russian COVID vaccine Fauci is among the doubters. https://t.co/ged4pZv475,real,constraint
• We are still at Alert Level 3. On Monday Cabinet will consider when we move to Alert Level 2 – we must play it safe! • Public health measures will remain unchanged – if you’re slightly sick please stay at home if you have symptoms - get a test.,real,constraint
Misinformation has been spreading like wildfire online during #COVID19 but what about offline? We'd like to know what misinformation is coming through your letterbox. We're looking for pamphlets and flyers containing COVID-19 claims. Tweet them @ us so we can check them! https://t.co/RVamTwdfKd,fake,constraint
"[I just knew that the salary bonus of the director of the department of the top three hospitals in Shanghai was 500,000. It was strongly called on the salary increase to the medical staff after the epidemic. It feels that Director Zhang's income and their professional ability and morality are too bad!This salary bonus has earned a week for people to sell software and selling software. What is wrong with the social distribution mechanism?] ️ Model (Dr. Zhang Wenhong) burst into income and family portrait [Hangquan] 69 years old, Zhejiang Ruian, who liked to study and academic performance from a young age, was known as a prodigy college entrance examination and admitted to the Shanghai Medical College in his hometown.After studying abroad, it is now a well -known expert in infectious diseases in the world's annual income of 1.84 million, which is derived from 3 aspects.Entering 1.2 million, published a signature paper on top medical magazines in the world every year, (Liuye Knife), with a patent fee of $ 20,000 [抱 入] The eldest son studying in the UK, and the younger son studying poorly in Aiju Primary School [poor baby counterattack [Naughty] Knowledge is Wealth [Holding Boxing] its own golden house in the book [Strong]",fake,checked
Even subtracting Wisconsin's probables today marked a new record high for reported cases in the outbreak at just over 39k. https://t.co/oSl6FF9hKa,real,constraint
Tweet by Assam Health Minister Himanta Biswa Sarma regarding newly found COVID-19 positive cases.,fake,constraint
"[See the true feelings!##] As of March 2, a total of 91 international organizations from 91 countries donated supplies from China#.According to public reports, the finishing list is as follows ↓↓ The friendship, we remember it!",real,checked
#IndiaFightsCorona: There are 14 States/UTs in the country where the total number of active cases are still less than 5000 : Secretary @MoHFW_INDIA #StaySafe #IndiaWillWin @ICMRDELHI https://t.co/cdvR7I8Nze,real,constraint
288 new cases of #COVID19Nigeria; Lagos-88 Kwara-33 Osun-27 FCT-25 Enugu-25 Abia-20 Kaduna-17 Plateau-13 Rivers-13 Delta-10 Gombe-8 Ogun-4 Oyo-3 Katsina-1 Bauchi-1 44129 confirmed 20663 discharged 896 deaths https://t.co/NbSo7H63Lx,real,constraint
Observing physical distance reduces the risk of contact with droplets when an infected person sneezes/coughs. #MaskOnNaija to reduce the risk of #COVID19 spread to those around. #TakeResponsibility and: ✅#WearAFacemask ✅Observe physical distancing ✅Wash your hands frequently https://t.co/ZAo8MYr3JF,real,constraint
"Xiangyang was officially sealed in the city. At this point, the entire Hubei province is sealed, and a province is sealed.",fake,checked
In 2019 the world’s children had a better chance of surviving to age 5 than ever before. Now progress could be lost as #COVID19 disrupts health checks and immunizations for children in 68% of surveyed countries. We're calling for swift action to save children's lives. https://t.co/Dn2rz5c63k,real,constraint
156 economies representing roughly 64% of the global population are now either committed to or eligible for the COVAX Facility with more to follow. https://t.co/6KyDZ6TWWE #COVID19 https://t.co/2TxYN3mzUY,real,constraint
Part of the highway in Beijing's epidemic entrance to Beijing Road closed and pay attention to bypassing,fake,checked
"""Killing Virus Bacteria UV sterilization +Ozone Intelligent Lamp
👉 https://t.co/mKozTIhdKc

#covid19 #Virus #KillingVirus
#Bacteria #UVC #UVA
#uvdisinfection #uvlight
#UVlamp #UVsolution #UVLED https://t.co/Uzvo7Z9Kxc""",fake,constraint
"#Is so old for this epidemic.Thanks for your hard work.L Blossa, we get married, we get married, the Weibo video",fake,checked
Indian business tycoon Ratan Tata said the Year 2020 is the year of survival.,fake,constraint
ITALY SURRENDERED... Now everything is in the hands of Allah. Keep praying to muslim umah.. Only Allah can save us from this pandemic...... Plz,fake,constraint
Our daily update is published. States reported 720k tests 31k cases and 287 COVID-19 deaths. https://t.co/yIhkWuGYJ9,real,constraint
The imported cases both arrived in New Zealand from India on August 23. The first is a woman in her 70s and the second case is a man in his 30s. They both tested positive for COVID-19 around day 3 of their time in MIQ at the Grand Millennium in Auckland.,real,constraint
@tmccormick @alexismadrigal @pplscouncil @kissane @karaoehler @opencollect @piamancini @ntnsndr @TheSELC Two weeks ago there was nothing. Now there are dozens of people contributing to a project we think could make a real difference. If this thing becomes an institution that is required over the long haul we’ll find the ways to deal with $$$.,real,constraint
New antibody study raises concern about what happens after coronavirus infection. https://t.co/SpilzTVz4Y,real,constraint
Contact tracing apps have been secretly installed on every Android phone,fake,constraint
"[Continue to cheer!15th), 1425 people (16th).As of 24:00 on February 16th,#10844 cases of##.May the war and epidemic victory soon!",real,checked
Parcels from China can spread Covid-19,fake,constraint
Did You Already Have Coronavirus? Here’s A Simple Test https://t.co/PNbf76rsFF,fake,constraint
Deaths are now rising quickly in the states where cases and hospitalizations have been increasing over the past month. This is a growing segment of the country and will likely continue. https://t.co/JJXSV8xjJh,real,constraint
"[The Standing Committee of the Political Bureau of the Central Committee of the Communist Party of China held a meeting:#Research and deployment and implementation of normalized epidemic prevention and control measures#] The Standing Committee of the Political Bureau of the Central Committee of the Communist Party of China held a meeting on April 8th to listen to the prevention and control of the new crown pneumonia.Analyze the prevention and control of the epidemic and economic operation at home and abroad, and study the deployment and implementation of the#normalized epidemic prevention and control measures#, and comprehensively promote the resumption of work and re -production.CPC Central Committee General Secretary Xi Jinping presided over the meeting and delivered an important speech.",real,checked
"NEW: A website with a track record of publishing conspiracy theories and Russian propaganda claimed that COVID-19 PCR tests are ""scientifically meaningless."" That's Pants on Fire false. https://t.co/qmq6CX0coa",fake,constraint
Video shows demolished 5G stations in Hong Kong protestors held the 5G responsible for COVID-19.,fake,constraint
"[Hello, Tomorrow#] Estimated data shows that the US GDP in the second quarter calculated by 32.9%at annual rate, the largest decline in the 1940s.Behind the plunge, instead of being severely damaged by the epidemic, it is better to blame the disagreement.The epidemic spreads, either to shake the pot or chaos, either stigma or other countries, or accusing the WHO ... When the economic recovery is far away due to the various farces of American politicians. Instead of looking for imaginary enemies all over the world, it is better to control yourself first!",real,checked
Flu killed 80000 people in the United States last year.,fake,constraint
COVID-19 tests can be purchased to do the test at home with sanitary guarantees.,fake,constraint
Russia released 500 lions to ensure people would stay inside houses.,fake,constraint
8 new cases of #COVID19 have been reported in Nigeria 7 in Lagos and 1 in Benue State. As at 04:00 pm 28th March there are 89 confirmed cases of #COVID19 reported in Nigeria with 1 death. https://t.co/kbL7yIMiLs,real,constraint
Tom Hanks To Star In The Most Challenging Role Of His Career https://t.co/T4RMicjMxk #hollywood #coronavirus #tomhanks,fake,constraint
Most people with #COVID19 can recover at home. Take special steps to care for someone who is sick at home and help keep the rest of your household healthy too. For additional advice visit https://t.co/q1dtcXUKin. https://t.co/Q5lf1RihIB,real,constraint
Reported deaths were quite low—979—as they have been on Sundays and Mondays in recent weeks. In this dataset which does not include 5178 probable COVID-19 deaths reported by New York City but not New York State we've tracked 74270 deaths. https://t.co/UR6jPlo3wh,real,constraint
MLB Commissioner Rob Manfred Says That the Week-Old Baseball Season Could Be Striking Out Pretty Soon https://t.co/8uqxjnLccX #coronavirus,fake,constraint
First case of coronavirus traced to Marine putting hands in pockets https://t.co/a6vN4vpwGX,fake,constraint
"[She is a Chinese woman who is#【【#] She is a mother, a wife, a daughter, a girl ... The epidemic is coming, and they come out and become a fearless warrior.Even if you care about thousands of, you still go forward.The soft shoulder is also responsible, and the shaft will not let the eyebrows.They are the heroes of the first line of war!##, Pay tribute!L People's Daily's Weibo Video",real,checked
“A pandemic can make us realize we are all truly connected here at home and across the whole world.” CDC #diseasedetective Rachael Zacks deployed to Seattle to test one of the United States’ first-known #COVID19 patients. Her story: https://t.co/Z9K0ShXJ1g. https://t.co/eSncAU4sXf,real,constraint
462 new cases of #COVID19Nigeria; FCT-93 Lagos-78 Plateau-64 Kaduna-54 Oyo-47 Ondo-32 Adamawa-23 Bauchi-19 Rivers-9 Ogun-9 Delta-9 Edo-7 Kano-6 Enugu-6 Nasarawa-5 Osun-1 43151 confirmed 19565 discharged 879 deaths https://t.co/m4LZc6V7eI,real,constraint
The UK has reported 6178 new #coronavirus cases - the highest daily total in four months. There have only been two days since the pandemic began which have exceeded this total https://t.co/V68Of6irIF,real,constraint
This means New Zealand’s combined total of confirmed and probable cases is 1499 of which 1149 are confirmed cases of COVID-19.⁣⁣⁣⁣ ⁣⁣⁣⁣ We now have 1433 people reported as having recovered from COVID-19 an increase of five on yesterday. This is 96% of all cases. ⁣⁣,real,constraint
Quinine found in tonic water along with 50-100mg of zinc daily will kill COVID-19. Hydroxychloroquine is the synthetic version of Quinine. Drink some fresh squeezed lemon juice with your tonic water. You’ll be GOLDEN.,fake,constraint
"""Akira??? is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic risk""",fake,constraint
Mask can cause a lot of diseases the WHO has said and asymptomatic patients don't pass on the virus. Also there is a lot of false positive PCR tests.,fake,constraint
#Mongolia acted very early activating its State Emergency Committee in January. As a result despite neighbouring China Mongolia’s first case was not reported until March and it still has no reported #COVID19 deaths-@DrTedros,real,constraint
some people in Muslim countries believe drinking camel urine will cure ailments.,fake,constraint
"[#【【【Send the mainland nucleic acid testing and support team to Hong Kong#:#【【【【7 pilot team to Hong Kong on the 2nd#] Recently, the situation of prevention and control of the new crown pneumonia in Hong Kong is severe.Under the coordinating deployment and command, the National Health Commission has quickly formed the ""Mainland Nucleic acid Inspection and Support Team"" to go to Hong Kong to work in the near future to assist the SAR government to fight the epidemic.The first ""Mainland nucleic acid testing and support team"" was selected by the Guangdong Provincial Health and Health Commission from more than 20 public hospitals in the province to send about 60 clinical testing technicians, of which 7 of them will go to Hong Kong on August 2 to assist in the developmentLaboratory work.The captain of the ""Mainland nucleic acid testing and support team"" comes from the Guangdong Provincial Commission for Health and Health. He has served as the commander -in -chief of the Wuhan Medical Team in Guangdong Province. This is the first batch of mainland professional teams to support Hong Kong anti -epidemic.The National Health and Health Commission will follow the needs of the Hong Kong Special Economic Zone's anti -epidemic, and to mobilize more support for medical resources in the Mainland at any time.##At the same time, the National Health and Health Commission has also formed the ""Mainland Cabin Hospital Support Team"".The president of the hospital, the sense of hospital, nursing, architecture and design experts, provides technical support for designing, operating and management experience for the ""Cabin Hospital"" for the reconstruction of the Hong Kong Asian International Expo.O web page link l Haike news second shot videos ¡view image",real,checked
A video showing medical staff in Turkey saluting citizens.,fake,constraint
At his press briefing President Trump defended his retweet of a viral video in which a doctor with a track record of bizarre medical claims said hydroxychloroquine is a coronavirus cure. It's not a cure. https://t.co/vIH89d6GZJ,fake,constraint
Our partner the @CEPIvaccines is supporting 9 candidate #COVID19 vaccines that will be made available to the COVAX facility if successful 7 of which are in clinical trials. We’re also in discussions about 4 other promising vaccines-@DrTedros,real,constraint
#IndiaFightsCorona The Expert Committee on Vaccine Administration under the chairmanship of Dr V K Paul @NITIAayog will meet on 12th August to consider logistics &amp; ethical aspects of procurement &amp; administration of #COVID19 vaccine. @PMOIndia @drharshvardhan @AshwiniKChoubey,real,constraint
"Bharat Biotech’s COVID-19 vaccine will be available in the market from 15 August, according to a letter from ICMR about fast-tracking the clinical trials of the vaccine.",fake,constraint
It's the first night of the Republican National Convention. Here's a roundup of recent claims from @realDonaldTrump and other Republicans on COVID-19 the economy and more. https://t.co/4hJvlaWfTZ https://t.co/P7yJAALhKy,fake,constraint
Another thread we've been following: New York versus the rest of the country. As NY deaths have plateaued and slowly begun to decline the rest of the country does not yet show a similar pattern. https://t.co/E3s3hQDR0M,real,constraint
"Fu Gang: Tribute to the designer of Huashen Mountain Hospital.Do you know who is the planner of Wuhan Volcano Hospital?It is a high -level planner Mujiexiong, a high -level planner of Japanese bamboo work stores (ultra -high -rise construction companies). He proposed a landless small bearing land floating construction plan and was eventually selected by the epidemic command.This principle is the design concept of water floating bridge (no pier), which is the first case in the field of rapid assembly construction engineering technology in China.The project uses the light steel frame tower to make a floats, placed on the anti -osmotic ground, and then assembled a negative pressure isolation ward based on it.The biggest benefit of this design scheme is fast, and an overhead space formed between the ground and the house, which provides convenient construction for the isolation and air replacement of the negative pressure ward and even the air supply.Ventilation and moisture, medical waste collection provides an unexpected second passage.Some professionals believe that this floating emergency architectural design concept has allowed people to open up new ideas and new heights for the construction of barracks of military bases over the years!It is also the first choice for the design of the electronic war, the drone control the machine room, the land -based missile and the border post, good!In fact, Mr. Mujian himself said that his design inspiration comes from the hanging foot of the Xishuang version of the Western version of China.园 2 Beijing · Child Garden",fake,checked
"#Prevention and control work group arrived at Pakistan#The domestic epidemic has not ended yet!The domestic people are still hot in water!In the video, the woman climbed down from the tenth floor in order to buy meat!Do you care about the lives of domestic people?IntersectionIntersectionL Blind Dragon V's Weibo Video",fake,checked
Trumps nude statue is made in New York city because of anger by Americans. Trump failed to handle corona virus in USA.,fake,constraint
"In Italy, the cure for Coronavirus is finally found.",fake,constraint
Cases are moving up not only because of the known hotspot states but because the surge is broadening. Nine states reported over 2000 new cases today. https://t.co/Sd3yZBqiZH,real,constraint
"Philippines had no SARS case in 2003 because of prompt travel ban, but highest Covid-19 cases in Asia in 2020 because of late ban",fake,constraint
Coronavirus: Travel and hospitality stocks hit by fears of second national lockdown https://t.co/2o6EEoUDzp,real,constraint
Galicia suspended classes because of coronavirus on 3/10/20.,fake,constraint
Looking at new cases the trends of the last couple weeks continue. Florida became the second state to record a day of over 10000 new cases (after New York on April 15th). Georgia set a new record yesterday and broke it today. https://t.co/77LvPQIhyU,real,constraint
President Donald Trump attending the recital of Quran verses to fight coronavirus.,fake,constraint
There is a person with coronavirus in Galicia on 2/4/20.,fake,constraint
This is an increase of 4 from yesterday due to a family being unable to be tested at this time. 3 are waiting results. 1 person who was tested is now not returning contact and this has been referred to enforcement. ⁣,real,constraint
???Sunlight actually can kill the (novel coronavirus.)??�,fake,constraint
"_A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus COVID-19 was ""ready"" to be administered._",fake,constraint
Do your part to slow the spread of #COVID19: 1)Wear a face covering when in public. 2)Stay at least 6 ft away from others and avoid large crowds. 3)Wash your hands often. CDC joins @Surgeon_General in saying #COVIDStopsWithMe. https://t.co/tt49zOn1hf https://t.co/yAr4OabPbO,real,constraint
"[Hello, tomorrow#] The war epidemic entered the tackling period. The front -line medical care has not set a life and death, but has long faced life and death.They deserve better care.Those who are sick are not in the battle, and those who are tired can rest. The nervous nerves can loosen the bottom line in time.In the final analysis, ""retrograde"" can be fearless, but guarantee must not be absent.Winning this tough battle is more regular.",real,checked
As of June 16 more than 2.1 million #COVID19 cases have been reported in the U.S. with 37 states and jurisdictions reporting more than 10000 cases. See how many cases have been reported in your state: https://t.co/wiuFBKR3Uh. https://t.co/jeB60wmCxl,real,constraint
"[#Hong Kong Special Economic Zone's 7th Legislative Council election delay#] Xinhua News Agency News: Due to the serious epidemic of new crown pneumonia, the Chief Executive of the Hong Kong Special Administrative Region Lin Zhengyue announced the postponing election of the 7th Legislative Council of the Hong Kong Special Administrative Region.##",real,checked
#IndiaFightsCorona 74% of new cases are concentrated in 10 States/UTs. Maharashtra alone has more than 18000 followed by Andhra Pradesh &amp; Karnataka with more than 7000 &amp; 6000 cases respectively. https://t.co/WkIoUBnkn8 https://t.co/EXgJd9X1N0,real,constraint
"So yesterday we made the tough decision to begin to standardize the way we capture state data to sum testing-confirmed cases of COVID-19 and suspected cases in our ""currently hospitalized"" numbers.",real,constraint
The President of Ghana revealed that the coronavirus was created in a laboratory.,fake,constraint
"[#Dalian Stop Catering Unit Cultivation Dinner#] According to@【【, according to the spirit of promoting the prevention and control of the new crown pneumonia and the economic and social development work headquarters, in accordance with the actual situation of the city's current epidemic prevention and control work, it decides to start from now on.Stop the clustering dining activity of catering service operation units.The relevant requirements are now notified as follows: ① Catering service operators should stop gathering meals such as wedding banquets and birthday banquets.② Catering service operators should request consumers to present the ""Liao Liao Tong Health Code"" and ""State Council Travel Card"" before entering the store to combine the measurement of body temperature and register.③ Catering service operators, including the catering service hall, should strengthen the prevention and control management of epidemic conditions such as the ""Regulations on the Elimination of Catering Service Operation Units during the Prevention and Control of the New Crown Pneumonia"", and strengthen the prevention and control management of employees, interval dining and venue ventilation.",real,checked
"International students and other students are already taking Southeast Asia, and input communication is risk of out of control!Guangxi entered 100,000+ from land ports yesterday. It is said that many Chinese diversion enters Vietnam and Myanmar.Southeast Asia's testing ability is very backward. Most of them are not detected at all. They do n’t know if they die. The risk of outbreaks is very large. Once they are out of control, a large number of refugees will be embraced into China through land. Guizhou, Yunnan, Guangxi is the first.The situation is very grim.",fake,checked
"The start time of Mianyang School: Senior Senior, Senior Grade, March 2nd, High School, Senior Senior, Junior Higher Day, March 9th, Primary School 416, Starting March 16th, Kindergarten, Primary School 1 1In the first grade, universities, vocational schools continue to delay until the epidemic is eliminated.The spirit of the Mianyang Municipal Government Meeting, the normalization of residents on March 16th, the normalization of public transportation on the 17th, and the normalization of enterprise production and market operations on the 18th. On the 22nd, key places are normalized. On the 25thEssence2 Suining",fake,checked
"[#【【【【【【【【【【【#] According to@【【【【【【【【【【【【【【Today today ’s newly added new crown pneumonia diagnosis cases are released.Street, employee of a metal Co., Ltd., Dalian Jinpu New District.He did not leave Dalian 14 days before the onset of the onset, and there were no cases of new coronary pneumonia. He returned to the history of contact with overseas personnel.Headache symptoms occurred at around 16:00 on July 14, and then symptoms such as fever and muscle soreness occurred. Symptoms were relieved after taking the drug.On July 21, at 16:20, he went to the Dalian Hospital of Shengjing Hospital of China Medical University in Dalian Hospital of Dalian Hospital. On the morning of the 22nd, the laboratory was tested to the new coronary virus weakly positive.Wang, female, 50 years old, a freelance career, lives in Dalian Bay Street, Ganjingzi District.He did not leave Dalian 14 days before the onset of the onset, and there were no cases of new coronary pneumonia.Symptoms such as fatigue occurred on July 16, and self -taking medicines did not improve significantly.At 7:30 on July 22, he went to the Dalian Liaoyu Hospital to send a popular kidney consultation. Nucleic acid testing was negative. At 17:30, the nucleic acid test results were positive by the nucleic acid test results of the Second Affiliated Hospital of Dalian Medical University.On July 23, the Dalian Disease Prevention and Control Center was positive.",real,checked
How do I get tested for #COVID19? 1. Call your state hotline 2. Stay at home &amp; wait for further instructions 3. The state team will arrange for sample collection &amp; transportation from your location to the lab 4. Remain in self-isolation while testing is on #TakeResponsibility https://t.co/VhejvX06cX,real,constraint
Our daily update is published. We've now tracked 626667 completed tests with more than ~100k reported over the last 24 hours. Note: We think we are capturing roughly 90% of tests completed. For state-by-state details see: https://t.co/PZrmH4bl5Y https://t.co/M2K5sM2i43,real,constraint
RT @fema: We are sending medical supplies to nursing homes across the country to help with #COVID19 needs. Watch this video for a detailed…,real,constraint
Governor of the Brazilian state of Bahia dismissed a doctor who appealed to President Jair Bolsonaro for chloroquine.,fake,constraint
#IndiaFightsCorona: Major highlights of this week: More than 5 crore tests conducted so far. More than 33 lakhs patients have been recovered so far. Case fatality rate is continuously declining; currently stands 1.70%: Secretary @MoHFW_INDIA #StaySafe @ICMRDELHI https://t.co/AfoSxfiLKT,real,constraint
this is the doctor behind that video ya'll keep sharing about how hydroxychloroquine cures corona virus.,fake,constraint
@GracieLuAnn24 @kevinfurr @PeterZeihan @alexismadrigal The whole reason that California switched from people tested to tests performed is that they were having trouble figuring out how to assign tests to patients. So I really doubt we'll ever see those numbers. -@alexismadrigal,real,constraint
553 new cases of #COVID19; Lagos-378 FCT-52 Delta-23 Edo-22 Rivers-14 Ogun-13 Kaduna-12 Kano-9 Borno-7 Katsina-6 Jigawa-5 Oyo-5 Yobe-3 Plateau-3 Osun-1 9855 cases of #COVID19Nigeria Discharged: 2856 Deaths: 273 https://t.co/uIP0zHQeEE,real,constraint
"Chinese are not taking any medicine or any vaccine for corona virus. They have stopped going to hospital.They instead kill the virus with HEAT.Very Hot steam inhalation from kettle, 4 times a day. Hot gargles 4 times a day. Hot tea 4 times a day Virus dies in 4 day. Result -ve",fake,constraint
"[#Korean Enterprise Football Stadium is 5 meters of appointment test#, worrying that the paper will be chaotic in the wind of the candidates] On April 4, a Korean company arranged for candidates to conduct a written test on the football field. About 140 tables were set up in the venueThe chair, the interval between each seat is 5 meters. After the body temperature test and the hand disinfection, we need to wear a mask for examination.Although the cold wind blows the candidates straight, I have to worry about the videos of the second shooting video of the papers be run away.",real,checked
#IndiaFightsCorona: 📍 Increasing gap between #COVID19 Recovered &amp; Active cases of India (May 04 2020 to September 21 2020)👇 #StaySafe #IndiaWillWin https://t.co/E8yGJrVesh,real,constraint
NEWS! Scientists urged to divert attention away from Coronavirus vaccine to create pillow that stays cool all night https://t.co/jdWna3eDDy https://t.co/RIwHG0YMBH,fake,constraint
Video shows Canadian PMs wife talking about the effects of Coronavirus,fake,constraint
Parents: During #COVID19 well-child visits are especially important for children under 2. Schedule your child’s routine visit so the healthcare provider can check your child’s development &amp; provide recommended vaccines. Learn more: https://t.co/v0oLb32GKv. https://t.co/Pk1zKFuFAX,real,constraint
"A yellow bracelet will be placed on people who ""are seen outside their homes but not to go to work or get basic necessities.""",fake,constraint
"Men scramble to find a personality after CDC suggests shaving beard to stop coronavirus #COVID2019 #CoronaVirusUpdates 
https://t.co/mP3SpdaKtl https://t.co/wEZXQ6kbDC",fake,constraint
#HCPs: Today at 2pm ET log in to COCA Facebook profile or call in. COCA Call Topic: #COVID19 Update: Optimization Strategies for Healthcare Personal Protective Equipment (PPE). Learn more about the event at https://t.co/lVZEjLOXmH. https://t.co/8K0IaufKLI,real,constraint
#HCPs: Today at 2pm ET log in to COCA Facebook profile or call in. COCA Call Topic: Guidance for Certifying Deaths Due to Coronavirus Disease 2019 (#COVID19). Learn more about the event at https://t.co/vevNzlxfr5. https://t.co/sIrCIEp3Jm,real,constraint
Updated coronavirus clinical reference now includes evidence for increased risk of younger patients with obesity. https://t.co/ayKnyBvWuz https://t.co/9zCnuAb9ba,real,constraint
First death from coronavirus in Barranquilla Columbia.,fake,constraint
3 out of every 5 Nigerians who die from #COVID19 are more than 50 years old Take precautions to protect your older relatives by wearing a face mask in public practicing hand/respiratory hygiene &amp; maintaining a physical distance of 2 metres from others #TakeResponsibility https://t.co/RFioR52i7C,real,constraint
